1 0 481420 


2 .2 75885.7 
2 1.2 407791 


4 .4 40095.3 
4 1.4 40369.1 
4 2.4 214354 
4 3.4 214579 


8 .6 110.356 
8 1.6 253.156 
8 2.6 41416.4 
8 3.6 41577.1 
8 4.6 152189 
8 5.6 152373 
8 6.6 71316 
8 7.6 71374.3 


16 .8 5.827 
16 1.8 112.416 
16 2.8 264.783 
16 3.8 5.869 
16 4.8 8.593 
16 5.8 43985 
16 6.8 44164 
16 7.8 8.584 
16 8.8 9406.05 
16 9.8 151067 
16 10.8 151204 
16 11.8 9443.45 
16 12.8 10.687 
16 13.8 68694.9 
16 14.8 68747.5 
16 15.8 10.664 


